Date,Year,Month,Month_Name,Day,Weekday,Quarter,Mode,Category,Category_Code,Subcategory,Note,Amount,Transaction_Type,Transaction_Type_Code
2016-03-29,2016,3,March,29,Tuesday,1,Cash,Other,31,Unknown,owalni,100.0,Expense,0
2017-05-13,2017,5,May,13,Saturday,2,Saving Bank Account 1,Food,18,Lunch,4 chapati,20.0,Expense,0
2018-02-19,2018,2,February,19,Monday,1,Saving Bank Account 1,Petty Cash,32,Unknown,From Family,170.0,Income,1
2017-01-03,2017,1,January,3,Tuesday,1,Saving Bank Account 1,Subscription,45,Edtech Course,Unknown,2816.92,Expense,0
2018-02-26,2018,2,February,26,Monday,1,Saving Bank Account 1,Food,18,beverage,chaas,17.0,Expense,0
2016-04-05,2016,4,April,5,Tuesday,2,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2016-09-30,2016,9,September,30,Friday,3,Saving Bank Account 1,Salary,36,Unknown,From workplace,58058.0,Income,1
2017-05-05,2017,5,May,5,Friday,2,Saving Bank Account 1,Equity Mutual Fund A,9,Unknown,Unknown,1000.0,Transfer-Out,2
2017-03-11,2017,3,March,11,Saturday,1,Cash,Food,18,snacks,bhel + shev puri,60.0,Expense,0
2017-01-06,2017,1,January,6,Friday,1,Cash,Food,18,Milk,milk 0.5 lit,31.0,Expense,0
2018-04-21,2018,4,April,21,Saturday,2,Cash,Food,18,curd,Dahi 2 packets,20.0,Expense,0
2015-05-01,2015,5,May,1,Friday,2,Cash,Food,18,Grocery,dahi,20.0,Expense,0
2017-07-05,2017,7,July,5,Wednesday,3,Saving Bank Account 1,Food,18,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,Expense,0
2018-09-01,2018,9,September,1,Saturday,3,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,12500.0,Transfer-Out,2
2017-03-05,2017,3,March,5,Sunday,1,Saving Bank Account 1,Food,18,Grocery,Unknown,949.0,Expense,0
2017-06-28,2017,6,June,28,Wednesday,2,Cash,Maid,28,Unknown,House Cleaning + washing utensils,2000.0,Expense,0
2016-06-12,2016,6,June,12,Sunday,2,Cash,Food,18,Eggs,Unknown,84.0,Expense,0
2017-11-25,2017,11,November,25,Saturday,4,Saving Bank Account 1,Food,18,Milk,1 lit,69.0,Expense,0
2017-09-23,2017,9,September,23,Saturday,3,Saving Bank Account 1,Food,18,Dinner,Chicken masala gravy,100.0,Expense,0
2017-04-30,2017,4,April,30,Sunday,2,Cash,Food,18,fruits,6 bananas,25.0,Expense,0
2018-07-04,2018,7,July,4,Wednesday,3,Cash,Health,23,Hospital,Doctor Fees,100.0,Expense,0
2015-01-29,2015,1,January,29,Thursday,1,Cash,Food,18,Unknown,milk half shakti,26.0,Expense,0
2017-01-05,2017,1,January,5,Thursday,1,Cash,Household,24,Appliances,inverter battery check,100.0,Expense,0
2017-07-04,2017,7,July,4,Tuesday,3,Saving Bank Account 1,Food,18,Bread,Unknown,35.0,Expense,0
2017-03-05,2017,3,March,5,Sunday,1,Cash,Food,18,beverage,sugarcane juice 2,30.0,Expense,0
2017-06-10,2017,6,June,10,Saturday,2,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Unknown,1000.0,Transfer-Out,2
2016-01-07,2016,1,January,7,Thursday,1,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund B,1000.0,Expense,0
2017-10-05,2017,10,October,5,Thursday,4,Saving Bank Account 1,Equity Mutual Fund A,9,Unknown,Unknown,1000.0,Transfer-Out,2
2018-02-28,2018,2,February,28,Wednesday,1,Credit Card,Food,18,Onions,onion 1 kg,30.0,Expense,0
2017-09-20,2017,9,September,20,Wednesday,3,Saving Bank Account 1,Health,23,Health,Surgical gloves pair,20.0,Expense,0
2017-08-04,2017,8,August,4,Friday,3,Saving Bank Account 1,Food,18,Milk,milk 1lit,68.0,Expense,0
2017-08-22,2017,8,August,22,Tuesday,3,Cash,Household,24,Kitchen,Mahanagar Gas connection installation,300.0,Expense,0
2018-01-26,2018,1,January,26,Friday,1,Saving Bank Account 1,Food,18,Rajgira ladu,1 packet,20.0,Expense,0
2017-12-04,2017,12,December,4,Monday,4,Saving Bank Account 1,Food,18,Bread,Unknown,35.0,Expense,0
2018-01-04,2018,1,January,4,Thursday,1,Saving Bank Account 1,Small Cap Fund 1,42,Unknown,Unknown,5000.0,Transfer-Out,2
2016-09-12,2016,9,September,12,Monday,3,Saving Bank Account 1,Food,18,snacks,vanilla ice cream cups 2,20.0,Expense,0
2018-06-22,2018,6,June,22,Friday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Data booster pack,181.0,Expense,0
2017-12-12,2017,12,December,12,Tuesday,4,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Unknown,1000.0,Transfer-Out,2
2015-01-01,2015,1,January,1,Thursday,1,Cash,Culture,5,Unknown,monument,40.0,Expense,0
2017-07-06,2017,7,July,6,Thursday,3,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Lumpsum,50000.0,Transfer-Out,2
2017-07-18,2017,7,July,18,Tuesday,3,Cash,Food,18,Grocery,onion 2.5 kg,55.0,Expense,0
2015-11-05,2015,11,November,5,Thursday,4,Saving Bank Account 1,Investment,26,Mutual fund,ICICI prudential,1000.0,Expense,0
2017-06-13,2017,6,June,13,Tuesday,2,Saving Bank Account 1,Food,18,Milk,milk 1lit,64.0,Expense,0
2015-05-09,2015,5,May,9,Saturday,2,Cash,Food,18,Milk,milk half shakti,52.0,Expense,0
2017-09-28,2017,9,September,28,Thursday,3,Saving Bank Account 1,Transportation,48,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,0
2017-06-30,2017,6,June,30,Friday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,56957.0,Income,1
2017-08-11,2017,8,August,11,Friday,3,Cash,Transportation,48,Bus,2 CD to Place 1: shivshahi,470.0,Expense,0
2016-12-29,2016,12,December,29,Thursday,4,Saving Bank Account 1,Transportation,48,train,LTT to Place 2 (Patna Exp) cancellation,403.0,Expense,0
2018-07-30,2018,7,July,30,Monday,3,Saving Bank Account 1,Food,18,Lunch,Catering Service,212.0,Expense,0
2017-08-12,2017,8,August,12,Saturday,3,Cash,Festivals,16,Navratri,Ganpati+ navratri vargani,800.0,Expense,0
2018-01-31,2018,1,January,31,Wednesday,1,Cash,Food,18,Dinner,At restaurant,320.0,Expense,0
2017-07-12,2017,7,July,12,Wednesday,3,Saving Bank Account 1,Gift,20,Unknown,farewell contribution,500.0,Expense,0
2017-07-10,2017,7,July,10,Monday,3,Saving Bank Account 1,Food,18,Rajgira ladu,2 packets,50.0,Expense,0
2017-02-22,2017,2,February,22,Wednesday,1,Cash,Education,8,Stationary,stamp pad,30.0,Expense,0
2017-03-13,2017,3,March,13,Monday,1,Cash,Food,18,Grocery,Unknown,100.0,Expense,0
2017-03-22,2017,3,March,22,Wednesday,1,Cash,Transportation,48,Bus,2 Place 6 to Place 7,18.0,Expense,0
2017-10-21,2017,10,October,21,Saturday,4,Cash,Food,18,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33.0,Expense,0
2017-09-21,2017,9,September,21,Thursday,3,Cash,Other,31,Unknown,Umbrella cover repair,10.0,Expense,0
2017-08-20,2017,8,August,20,Sunday,3,Credit Card,Other,31,Unknown,Mobile cover moto G5 plus,239.0,Expense,0
2016-04-15,2016,4,April,15,Friday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2016-03-05,2016,3,March,5,Saturday,1,Saving Bank Account 1,Investment,26,RD,Unknown,1000.0,Expense,0
2015-11-30,2015,11,November,30,Monday,4,Saving Bank Account 1,Salary,36,Unknown,From workplace,49806.0,Income,1
2017-10-23,2017,10,October,23,Monday,4,Cash,Household,24,Kitchen,flour mill,27.0,Expense,0
2018-07-13,2018,7,July,13,Friday,3,Saving Bank Account 1,Transportation,48,Taxi,Ola cab - eye institute to Current Residence CHS,188.0,Expense,0
2015-01-15,2015,1,January,15,Thursday,1,Cash,Transportation,48,Unknown,auto - Amit nagar to b45,100.0,Expense,0
2015-09-05,2015,9,September,5,Saturday,3,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Expense,0
2017-11-09,2017,11,November,9,Thursday,4,Saving Bank Account 1,Food,18,Milk,1 lit,70.0,Expense,0
2017-02-23,2017,2,February,23,Thursday,1,Cash,Food,18,Ice cream,2 vanilla + 2 butterscotch,80.0,Expense,0
2017-05-01,2017,5,May,1,Monday,2,Saving Bank Account 1,Apparel,1,Clothing,Shorts for Family,399.0,Expense,0
2017-12-10,2017,12,December,10,Sunday,4,Cash,Food,18,fruits,Unknown,310.0,Expense,0
2017-12-17,2017,12,December,17,Sunday,4,Cash,Food,18,Tea,2 cutting chai,20.0,Expense,0
2015-02-19,2015,2,February,19,Thursday,1,Cash,Health,23,Health,face mask,45.0,Expense,0
2018-03-10,2018,3,March,10,Saturday,1,Cash,Household,24,Hardware,Mosquito Racket,300.0,Expense,0
2018-05-19,2018,5,May,19,Saturday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Data booster pack,15.0,Expense,0
2018-08-13,2018,8,August,13,Monday,3,Cash,Food,18,Grocery,Half kg Lahsoon,45.0,Expense,0
2016-06-07,2016,6,June,7,Tuesday,2,Saving Bank Account 1,Investment,26,Mutual fund,Mutual fund B,1000.0,Expense,0
2017-06-08,2017,6,June,8,Thursday,2,Cash,Culture,5,Movie,2 tickets - Cinepolis 4DX 3D,760.0,Expense,0
2018-03-15,2018,3,March,15,Thursday,1,Saving Bank Account 1,Food,18,Milk,Half lit  milk,36.0,Expense,0
2018-03-31,2018,3,March,31,Saturday,1,Saving Bank Account 1,Food,18,Ice cream,2 chocobar,45.0,Expense,0
2015-12-05,2015,12,December,5,Saturday,4,Saving Bank Account 1,Investment,26,Mutual fund,ICICI prudential,1000.0,Expense,0
2018-07-03,2018,7,July,3,Tuesday,3,Saving Bank Account 1,Dividend Earned On Shares,6,Unknown,Infosys Stocks,52.5,Income,1
2017-08-20,2017,8,August,20,Sunday,3,Cash,Transportation,48,auto,BKC to kurla station,60.0,Expense,0
2015-03-05,2015,3,March,5,Thursday,1,Cash,Beauty,2,grooming,Unknown,40.0,Expense,0
2016-01-01,2016,1,January,1,Friday,1,Cash,Food,18,Unknown,Everest pav bhaji masala,35.0,Expense,0
2017-05-10,2017,5,May,10,Wednesday,2,Saving Bank Account 1,Food,18,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,0
2016-02-24,2016,2,February,24,Wednesday,1,Saving Bank Account 1,Subscription,45,Audible,audible subscription,199.0,Expense,0
2016-08-05,2016,8,August,5,Friday,3,Saving Bank Account 1,Investment,26,Mutual fund,Unknown,1000.0,Expense,0
2018-01-22,2018,1,January,22,Monday,1,Saving Bank Account 1,Food,18,flour mill,2 kg Bajari,14.0,Expense,0
2018-08-17,2018,8,August,17,Friday,3,Saving Bank Account 1,Food,18,curd,Dahi 2 packets,20.0,Expense,0
2016-08-04,2016,8,August,4,Thursday,3,Saving Bank Account 1,Family,15,misc,ipad cover,260.0,Expense,0
2017-05-29,2017,5,May,29,Monday,2,Saving Bank Account 1,Food,18,Grocery,Half kg potato + half kg banana,35.0,Expense,0
2016-11-01,2016,11,November,1,Tuesday,4,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
2017-10-27,2017,10,October,27,Friday,4,Cash,Transportation,48,auto,Permanent Residence to bus stand,40.0,Expense,0
2017-11-01,2017,11,November,1,Wednesday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2018-06-26,2018,6,June,26,Tuesday,2,Cash,Transportation,48,auto,2 Place 0 to Current Residence,30.0,Expense,0
2018-05-13,2018,5,May,13,Sunday,2,Cash,Apparel,1,Laundry,clothes ironing,77.0,Expense,0
2017-03-03,2017,3,March,3,Friday,1,Saving Bank Account 1,Food,18,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,Expense,0
2016-12-28,2016,12,December,28,Wednesday,4,Cash,Food,18,Grocery,Monaco biscuits,10.0,Expense,0
2017-05-03,2017,5,May,3,Wednesday,2,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2016-11-10,2016,11,November,10,Thursday,4,Cash,Transportation,48,auto,Permanent Residence to Bandhu prem,40.0,Expense,0
2018-08-30,2018,8,August,30,Thursday,3,Cash,Household,24,Kirana,Supermart,343.0,Expense,0
2015-03-09,2015,3,March,9,Monday,1,Cash,Other,31,Unknown,print out,6.0,Expense,0
2017-06-28,2017,6,June,28,Wednesday,2,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2018-01-03,2018,1,January,3,Wednesday,1,Credit Card,Food,18,Dinner,Wok express + Domino's,681.0,Expense,0
2015-04-13,2015,4,April,13,Monday,2,Saving Bank Account 1,Investment,26,Mutual fund,mutual fund,1000.0,Expense,0
2015-02-15,2015,2,February,15,Sunday,1,Cash,Transportation,48,Unknown,local - vadala road to Place 0,15.0,Expense,0
2015-12-01,2015,12,December,1,Tuesday,4,Saving Bank Account 1,Gift,20,Unknown,to Family,1024.0,Expense,0
2017-09-12,2017,9,September,12,Tuesday,3,Saving Bank Account 1,Food,18,Milk,milk 1lit,66.0,Expense,0
2017-02-27,2017,2,February,27,Monday,1,Cash,Household,24,Appliances,3 Wall clock cell,55.0,Expense,0
2017-07-28,2017,7,July,28,Friday,3,Credit Card,Health,23,Medicine,Hospital consultation,167.0,Expense,0
2016-12-29,2016,12,December,29,Thursday,4,Cash,Other,31,Unknown,xerox,25.0,Expense,0
2017-12-08,2017,12,December,8,Friday,4,Saving Bank Account 1,Food,18,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408.0,Expense,0
2018-07-01,2018,7,July,1,Sunday,3,Saving Bank Account 1,Money Transfer,30,Home,Unknown,10000.0,Expense,0
2017-10-01,2017,10,October,1,Sunday,4,Saving Bank Account 1,Recurring Deposit,34,Unknown,Unknown,1000.0,Transfer-Out,2
2018-03-10,2018,3,March,10,Saturday,1,Cash,Food,18,Milk,1 lit,72.0,Expense,0
2016-08-21,2016,8,August,21,Sunday,3,Cash,Other,31,Unknown,earphones,100.0,Expense,0
2017-04-30,2017,4,April,30,Sunday,2,Saving Bank Account 1,Food,18,Dinner,Chicken lollypop 8 pcs,221.0,Expense,0
2018-01-01,2018,1,January,1,Monday,1,Saving Bank Account 1,Public Provident Fund,33,Unknown,Unknown,10000.0,Transfer-Out,2
2017-12-01,2017,12,December,1,Friday,4,Saving Bank Account 1,Food,18,Lunch,Catering Service ( 5 methi paranthe),125.0,Expense,0
2015-02-15,2015,2,February,15,Sunday,1,Cash,Transportation,48,Unknown,taxi - dadar to vadala road,34.0,Expense,0
2015-05-09,2015,5,May,9,Saturday,2,Cash,Health,23,Health,hand sanitizer + surgical gloves,290.0,Expense,0
2017-12-13,2017,12,December,13,Wednesday,4,Saving Bank Account 1,Food,18,Milk,milk 1lit,69.0,Expense,0
2015-04-28,2015,4,April,28,Tuesday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,49306.0,Income,1
2017-05-02,2017,5,May,2,Tuesday,2,Saving Bank Account 1,Apparel,1,Footwear,Puma Troy mu running shoes,2421.0,Expense,0
2018-03-25,2018,3,March,25,Sunday,1,Cash,Food,18,Tea,2 tea,20.0,Expense,0
2017-08-03,2017,8,August,3,Thursday,3,Saving Bank Account 1,Subscription,45,Newspaper,Unknown,170.0,Expense,0
2017-03-12,2017,3,March,12,Sunday,1,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2017-01-20,2017,1,January,20,Friday,1,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,0
2017-03-10,2017,3,March,10,Friday,1,Saving Bank Account 1,Food,18,snacks,3 plate kachori,72.0,Expense,0
2017-11-14,2017,11,November,14,Tuesday,4,Cash,Food,18,fruits,Unknown,125.0,Expense,0
2015-10-18,2015,10,October,18,Sunday,4,Saving Bank Account 1,Apparel,1,Clothing,belt + socs,1479.0,Expense,0
2016-06-27,2016,6,June,27,Monday,2,Saving Bank Account 1,Transportation,48,Travels,Chalisgaon to Baroda return,3200.0,Expense,0
2018-01-15,2018,1,January,15,Monday,1,Cash,Food,18,Grocery,onion 1 kg + half kg potato,38.0,Expense,0
2018-07-29,2018,7,July,29,Sunday,3,Cash,Food,18,breakfast,Medu vada 3 plate,105.0,Expense,0
2018-03-22,2018,3,March,22,Thursday,1,Saving Bank Account 1,Food,18,flour mill,1 kg Bajari,7.0,Expense,0
2015-01-18,2015,1,January,18,Sunday,1,Cash,Food,18,Unknown,vegetable,60.0,Expense,0
2017-02-03,2017,2,February,3,Friday,1,Saving Bank Account 1,Food,18,snacks,chicken roll,50.0,Expense,0
2017-09-15,2017,9,September,15,Friday,3,Saving Bank Account 1,Transportation,48,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,0
2016-05-31,2016,5,May,31,Tuesday,2,Saving Bank Account 1,Salary,36,Unknown,From workplace,51556.0,Income,1
2018-01-19,2018,1,January,19,Friday,1,Saving Bank Account 1,Food,18,Bread,Flatbread 6 pcs,17.0,Expense,0
2015-01-16,2015,1,January,16,Friday,1,Cash,Transportation,48,Unknown,auto -  to race course,10.0,Expense,0
2018-08-05,2018,8,August,5,Sunday,3,Cash,Transportation,48,Train,Place 0 to Place 4 return,20.0,Expense,0
2017-11-09,2017,11,November,9,Thursday,4,Saving Bank Account 1,Health,23,Medicine,Acne Star cream,100.0,Expense,0
2017-12-13,2017,12,December,13,Wednesday,4,Cash,Apparel,1,Laundry,clothes ironing,98.0,Expense,0
2015-01-16,2015,1,January,16,Friday,1,Cash,Transportation,48,Unknown,auto - Alk to GTR,50.0,Expense,0
2017-12-04,2017,12,December,4,Monday,4,Saving Bank Account 1,Subscription,45,Newspaper,Unknown,110.0,Expense,0
2018-02-26,2018,2,February,26,Monday,1,Credit Card,Transportation,48,Bike,First servicing,443.0,Expense,0
2017-06-03,2017,6,June,3,Saturday,2,Saving Bank Account 1,Food,18,Lunch,Non veg overloaded pizza,242.95,Expense,0
2016-07-01,2016,7,July,1,Friday,3,Saving Bank Account 1,Investment,26,Public Provident Fund,Unknown,10000.0,Expense,0
2017-05-21,2017,5,May,21,Sunday,2,Cash,Food,18,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,0
2017-02-01,2017,2,February,1,Wednesday,1,Saving Bank Account 1,Food,18,Milk,half liter buffalo,33.0,Expense,0
2018-09-13,2018,9,September,13,Thursday,3,Saving Bank Account 1,Small Cap Fund 1,42,Unknown,Unknown,5000.0,Transfer-Out,2
2018-03-31,2018,3,March,31,Saturday,1,Credit Card,Food,18,Dinner,Home Food Delivery,244.0,Expense,0
2018-05-12,2018,5,May,12,Saturday,2,Cash,Food,18,Lunch,Catering Service,70.0,Expense,0
2015-01-21,2015,1,January,21,Wednesday,1,Cash,Food,18,Unknown,milk half gold,28.0,Expense,0
2017-08-11,2017,8,August,11,Friday,3,Cash,Transportation,48,auto,within city,100.0,Expense,0
2017-07-05,2017,7,July,5,Wednesday,3,Saving Bank Account 1,Equity Mutual Fund F,14,Unknown,Lumpsum,50000.0,Transfer-Out,2
2017-04-18,2017,4,April,18,Tuesday,2,Saving Bank Account 1,Food,18,Ice cream,Raspberry dolly,20.0,Expense,0
2015-03-03,2015,3,March,3,Tuesday,1,Cash,Water,49,Unknown,water jar,108.0,Expense,0
2015-03-04,2015,3,March,4,Wednesday,1,Cash,Food,18,beverage,mosambi juice,25.0,Expense,0
2015-05-06,2015,5,May,6,Wednesday,2,Cash,Health,23,Medicine,Limcee+,70.0,Expense,0
2017-02-27,2017,2,February,27,Monday,1,Cash,Transportation,48,auto,Place 0 to Current Residence,30.0,Expense,0
2015-11-03,2015,11,November,3,Tuesday,4,Cash,Transportation,48,auto,Permanent Residence to nearby  hospital,40.0,Expense,0
2017-01-03,2017,1,January,3,Tuesday,1,Cash,Food,18,Lunch,farm house pizza,330.0,Expense,0
2017-11-08,2017,11,November,8,Wednesday,4,Credit Card,Household,24,Kirana,Unknown,539.0,Expense,0
2017-10-18,2017,10,October,18,Wednesday,4,Credit Card,Transportation,48,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333.0,Expense,0
2018-02-26,2018,2,February,26,Monday,1,Saving Bank Account 1,Food,18,Milk,1 lit,73.0,Expense,0
2016-11-19,2016,11,November,19,Saturday,4,Cash,Transportation,48,auto,within city,50.0,Expense,0
2018-04-22,2018,4,April,22,Sunday,2,Cash,Household,24,Kirana,Supermart,190.0,Expense,0
2018-02-17,2018,2,February,17,Saturday,1,Credit Card,Family,15,clothes,Unknown,3598.0,Expense,0
2017-05-13,2017,5,May,13,Saturday,2,Saving Bank Account 1,Food,18,Dinner,Non veg overloaded pizza,242.0,Expense,0
2017-08-30,2017,8,August,30,Wednesday,3,Saving Bank Account 1,Salary,36,Unknown,From workplace,61578.0,Income,1
2015-03-02,2015,3,March,2,Monday,1,Cash,Food,18,Tea,Unknown,30.0,Expense,0
2016-11-19,2016,11,November,19,Saturday,4,Saving Bank Account 1,Food,18,Eating out,"3 parathe , 1 Hara bhara kabab, 1 rabdi malai, 1 masala papad, 1 pepsi",1087.0,Expense,0
2016-11-19,2016,11,November,19,Saturday,4,Cash,Transportation,48,auto,ola auto - BRC,40.0,Expense,0
2018-04-14,2018,4,April,14,Saturday,2,Saving Bank Account 1,Household,24,Kirana,Supermart,107.0,Expense,0
2015-02-15,2015,2,February,15,Sunday,1,Cash,Other,31,Unknown,Internet renewal,500.0,Expense,0
2017-05-24,2017,5,May,24,Wednesday,2,Cash,Food,18,snacks,Samosa pav @ kurla,15.0,Expense,0
2017-01-30,2017,1,January,30,Monday,1,Saving Bank Account 1,Food,18,Milk,half liter buffalo,35.0,Expense,0
2018-02-05,2018,2,February,5,Monday,1,Saving Bank Account 1,Food,18,Milk,1 packet,69.0,Expense,0
2017-06-23,2017,6,June,23,Friday,2,Saving Bank Account 1,Other,31,Unknown,Credit Card fee,590.0,Expense,0
2015-06-05,2015,6,June,5,Friday,2,Saving Bank Account 1,Investment,26,Mutual fund,ICICI prudential,1000.0,Expense,0
2017-09-18,2017,9,September,18,Monday,3,Cash,Food,18,fruits,half kg chiku,60.0,Expense,0
2016-11-28,2016,11,November,28,Monday,4,Cash,Food,18,Ice cream,mava 1 large,20.0,Expense,0
2017-08-31,2017,8,August,31,Thursday,3,Cash,Household,24,Kirana,Honey small bottle,10.0,Expense,0
2017-08-05,2017,8,August,5,Saturday,3,Cash,Family,15,Pocket money,Change,100.0,Expense,0
2015-06-29,2015,6,June,29,Monday,2,Saving Bank Account 1,Other,31,Unknown,Amazon prime,199.0,Expense,0
2017-09-05,2017,9,September,5,Tuesday,3,Cash,Education,8,Stationary,Print outs+ Xerox,50.0,Expense,0
2017-01-04,2017,1,January,4,Wednesday,1,Cash,Food,18,Grocery,biscuits+icecream,40.0,Expense,0
2018-07-08,2018,7,July,8,Sunday,3,Cash,Transportation,48,Taxi,Ola cab - eye institute to Current Residence CHS,185.0,Expense,0
2018-01-28,2018,1,January,28,Sunday,1,Credit Card,Household,24,Kirana,Smart point,976.9,Expense,0
2017-03-31,2017,3,March,31,Friday,1,Cash,Transportation,48,auto,2 Current Residence to Place 0,30.0,Expense,0
2017-12-21,2017,12,December,21,Thursday,4,Cash,Food,18,Lunch,Catering Service,65.0,Expense,0
2017-06-28,2017,6,June,28,Wednesday,2,Cash,Transportation,48,Train,2 Place 0 to tilaknagar single side,30.0,Expense,0
2017-10-18,2017,10,October,18,Wednesday,4,Credit Card,Transportation,48,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231.0,Expense,0
2018-03-01,2018,3,March,1,Thursday,1,Equity Mutual Fund B,Saving Bank Account 1,37,Unknown,Unknown,2000.0,Transfer-Out,2
2018-02-02,2018,2,February,2,Friday,1,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,6.0,Income,1
2017-07-21,2017,7,July,21,Friday,3,Saving Bank Account 1,Other,31,Unknown,CA  - income tax filing,1000.0,Expense,0
2017-07-29,2017,7,July,29,Saturday,3,Credit Card,Health,23,Medicine,Hospital consultation,556.0,Expense,0
2018-02-19,2018,2,February,19,Monday,1,Saving Bank Account 1,Food,18,Milk,1 lit,72.0,Expense,0
2018-01-12,2018,1,January,12,Friday,1,Saving Bank Account 1,Share Market,41,Unknown,Unknown,20000.0,Transfer-Out,2
2015-10-31,2015,10,October,31,Saturday,4,Cash,Food,18,snacks,sweats,250.0,Expense,0
2017-01-08,2017,1,January,8,Sunday,1,Saving Bank Account 1,Subscription,45,Netflix,1 month subscription,149.0,Expense,0
2017-08-31,2017,8,August,31,Thursday,3,Saving Bank Account 1,Gpay Reward,21,Unknown,Unknown,14.0,Income,1
2016-06-19,2016,6,June,19,Sunday,2,Saving Bank Account 1,Food,18,Grocery,grocery,600.0,Expense,0
2017-07-18,2017,7,July,18,Tuesday,3,Saving Bank Account 1,Food,18,Water,5 litres can,70.0,Expense,0
2015-03-03,2015,3,March,3,Tuesday,1,Cash,Cook,4,Unknown,Unknown,1667.0,Expense,0
2018-07-28,2018,7,July,28,Saturday,3,Debit Card,Culture,5,Movie,2 INOX,481.36,Expense,0
2017-12-07,2017,12,December,7,Thursday,4,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2015-03-18,2015,3,March,18,Wednesday,1,Cash,Food,18,Lunch,dal fry and chapati,25.0,Expense,0
2016-04-11,2016,4,April,11,Monday,2,Saving Bank Account 1,Subscription,45,Mobile Service Provider,Unknown,251.0,Expense,0
2017-08-07,2017,8,August,7,Monday,3,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2016-11-05,2016,11,November,5,Saturday,4,Cash,Transportation,48,auto,Permanent Residence to hospital,30.0,Expense,0
2017-11-13,2017,11,November,13,Monday,4,Saving Bank Account 1,Food,18,Grocery,onion 1 kg + half kg potato,50.0,Expense,0
2018-07-27,2018,7,July,27,Friday,3,Saving Bank Account 1,Other,31,Unknown,Demat account charges,826.0,Expense,0
2018-01-04,2018,1,January,4,Thursday,1,Cash,Food,18,Lunch,Catering Service,70.0,Expense,0
2015-04-14,2015,4,April,14,Tuesday,2,Saving Bank Account 1,Other,31,Unknown,covid19 donation to PM fund,500.0,Expense,0
2015-05-16,2015,5,May,16,Saturday,2,Saving Bank Account 1,Other,31,Unknown,splitwise settlement,607.0,Expense,0
2015-01-19,2015,1,January,19,Monday,1,Cash,Food,18,Unknown,milk half gold,29.0,Expense,0
2018-01-11,2018,1,January,11,Thursday,1,Saving Bank Account 1,Food,18,Eggs,6 eggs,42.0,Expense,0
2018-04-10,2018,4,April,10,Tuesday,2,Saving Bank Account 1,Gift,20,Unknown,farewell contribution,250.0,Expense,0
2018-05-15,2018,5,May,15,Tuesday,2,Saving Bank Account 1,Household,24,Appliances,LG Washing Machine,21500.0,Expense,0
2018-08-26,2018,8,August,26,Sunday,3,Saving Bank Account 1,Interest,25,Unknown,interest paid,30.0,Income,1
2017-09-07,2017,9,September,7,Thursday,3,Saving Bank Account 1,Equity Mutual Fund E,13,Unknown,Unknown,1000.0,Transfer-Out,2
2017-10-26,2017,10,October,26,Thursday,4,Cash,Festivals,16,Diwali,Offering,500.0,Expense,0
2017-11-30,2017,11,November,30,Thursday,4,Cash,Family,15,Pocket money,Change,50.0,Expense,0
2017-06-27,2017,6,June,27,Tuesday,2,Saving Bank Account 1,Fixed Deposit,17,Unknown,New FD opened for 3 years,200000.0,Transfer-Out,2
