Headline,Date,Stock_Ticker
Option Alert: NVDA Jan16 36.0 Calls Sweep: 959 @ ASK $0.48: 972 traded vs 2975 OI: $33.37 Ref,2015-12-09,NVDA
"Earnings Scheduled For August 16, 2018",2018-08-16,NVDA
"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",2020-05-12,AAPL
Benzinga's Option Alert Recap From March 20,2017-03-20,NVDA
Option Alert: NVDA Mar16 26.0 Puts Sweep: 1178 @ ASK $0.04: 1178 traded vs 2363 OI: $31.75 Ref,2016-03-08,NVDA
What's Next For Nvidia And Mellanox?,2019-03-12,NVDA
Notable Option Activity For December 8,2014-12-08,NVDA
Amazon Pilots Online Screening Of New Sellers During Pandemic,2020-04-27,AAPL
YouTube Makes Its Dedicated Children App Available On Apple TV,2020-05-27,AAPL
Amazon Ends Apple's Monopoly,2012-09-06,NVDA
Last Week In The S&P 500: Russell Weakness Bleeds Into The High Caps,2017-08-07,NVDA
The Sell-Side View On Advanced Micro Devices' Analyst Day,2017-05-18,NVDA
"NVIDIA Highlights Expansion Of Its Clara Healthcare Platform With New Capabilities, Partnerships To Help Medical Community Track, Test, Treat Coronavirus",2020-05-14,NVDA
"Along With Dramatic Jobs Data, Investors Scrutinize Recent Earnings From Uber, Square",2020-05-08,AAPL
The Market In 5 Minutes,2017-06-20,NVDA
NVIDIA Cuts Q4 Sales Guidance From $2.7B To $2.2B vs $2.7B Est.,2019-01-28,NVDA
CNBC's Stock Pops & Drops From August 8,2014-08-09,NVDA
5 Biggest Price Target Changes For Friday,2017-09-29,NVDA
"Option Alert: Nvidia Dec $21.5 Call; 1,349 Contract Trade at Ask @$0.26",2014-12-08,NVDA
UPDATE: Bank of America Downgrades NVIDIA to Neutral,2012-02-16,NVDA
GeForce Countered: AMD Launches RX Vega Gaming GPU,2017-07-31,NVDA
NVIDIA shares are trading higher after Morgan Stanley maintained its Overweight rating on the stock and raised its price target from $282 to $363 per share.,2020-05-26,NVDA
"AMD, Nvidia Cut GPU Prices As Crypto Slump Saps Demand",2018-04-02,NVDA
"Oppenheimer Downgrades NVIDIA Corporation to Perform, Removes $(aN) PT",2012-12-05,NVDA
These Insiders Were Making Moves Last Week,2016-02-29,NVDA
Morning Market Losers,2015-05-08,NVDA
An ETF For Early Exposure To The Electric Car Market,2018-01-23,NVDA
Technical Alert: Nvidia Corp Hovering Over Major Support,2017-01-03,NVDA
10 Technology Stocks Moving In Tuesday's Pre-Market Session,2019-10-15,NVDA
"Evercore Out Positive On NVIDIA, Says Bitmain Release Of Ethereum-Mining ASIC Creates 'Tremendous Buying Opportunity' For The Company; Firm Reiterates Their Outperform Rating And $275 Price Target",2018-04-04,NVDA
"Barron's Picks And Pans: Dollar Tree, Expedia, Nvidia, Prudential And More",2019-07-13,NVDA
"Tigress Financial Analyst Ivan Feinseth Comments On Semiconductors Strength, Tell Benzinga 'Positive trends in US-China trade negotiations is lifting all the chip stocks.'",2019-07-12,NVDA
"3 Reasons Why Tesla Will Hit $6,000, According To Ark Invest's Catherine Wood",2019-11-07,NVDA
The Chips Are Down: Weak Forecasts Hurt Semiconductor Stocks,2018-11-16,NVDA
"Short Sellers Less Keen on Applied Materials, Marvell Technology (AMAT, NVDA, MRVL)",2013-06-14,NVDA
Apple Shares Tank As Report Says New iPhone Launch Could Be Moved To Next Year,2020-03-26,AAPL
"The Week In Chip Stocks: AMD, Intel And More",2017-06-26,NVDA
"US Debt Market Raised $22.5B This Week, The Highest Since 2007: FT",2020-06-05,AAPL
Afternoon Market Stats in 5 Minutes,2020-06-08,NVDA
"Walmart, Target And Home Depot Among Major Retailers Set To Report Earnings In Days Ahead",2020-05-18,NVDA
"Big Week Of Earnings Ahead Featuring Cisco, Nvidia, UnderArmour, Among Others",2020-02-10,NVDA
Costco Earnings On Tap After Close As Investors Mull Strong Toll Brothers Results,2020-05-28,AAPL
"'AMD has sold more GPUs than Nvidia, according to this analyst report' -TechRadar",2020-02-27,NVDA
"Nomura Maintains Neutral on Apple, Raises Price Target to $240",2020-04-09,AAPL
Movin' On Up 08-11-2011,2011-08-15,NVDA
Semiconductor stocks are trading lower after Goldman Sachs analysts announced they expect a 'challenging' 2019 for the space.,2019-01-08,NVDA
"Big Short Interest Swings in Chip Makers (AMAT, ARM, BRCM)",2013-03-13,NVDA
"Shares of several companies in the technology, software and semiconductor space are trading lower as equities sell off amid coronavirus fears. The virus spread has disrupted economic activity across sectors and caused global macro uncertainty.",2020-03-11,NVDA
Andrew Left Shorts Nvidia Ahead Of Earnings Release,2017-08-10,NVDA
"Jon Najarian Sees Big Options Activity In Johnson & Johnson, Nvidia",2019-01-07,NVDA
Cloud Looming? Oracle's Revenue Seen Down In Competitive Atmosphere,2019-06-18,NVDA
"Shares of several technology, semiconductor, and software companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The White House said it expects a surge in cases over the next 2 weeks.",2020-04-01,AAPL
Carter Worth And Mike Khouw's Apple Trade,2020-06-01,AAPL
Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off,2020-05-13,AAPL
Nvidia And The Self-Driving Auto: Competition Is Good For Investors,2017-01-09,NVDA
Shares of many Semiconductors stocks are trading higher after the US granted temporary relief for Huawei suppliers.,2019-05-21,NVDA
Gadfly's Ovide: Intel Is Spending Money 'Like It's 1999',2017-03-13,NVDA
"Benzinga's Top Upgrades, Downgrades For April 4, 2017",2017-04-04,NVDA
"Stifel Nicolas Analyst Kevin Cassidy, When Asked About News Impacting Semiconductor Sector, Tells Benzinga, 'I think it's the news of lower VAT and positive PMI data for March'",2019-04-01,NVDA
Needham Slashes Semiconductor Estimates On 'Muted' Second Half Recovery,2015-07-17,NVDA
Option Alert: NVIDIA May $90 Puts at the Ask: Volume of 752 at $4.30 vs Open Interest of 734,2017-03-06,NVDA
"Loup Ventures' Austin Bohlig Tells Benzinga NVIDIA Likely Unhurt If Tesla Develops Its Own A.I. Chips, Says: 'Unless Tesla is going to be the only car sold in 10 years, I don't see this as a negative to the [NVIDIA] thesis.'",2017-12-08,NVDA
"Continental, NVIDIA Report Partnership For Enabling Of Global Production Of AI For Self-Driving Cars",2018-02-05,NVDA
"Earnings Scheduled For May 16, 2019",2019-05-16,NVDA
Benzinga's Option Alert Recap From October 5,2017-10-05,NVDA
10 Stocks Moving In Thursday's Pre-Market Session,2016-02-18,NVDA
Chip Vendors Gearing Up For Next-generation iPhone -DigiTimes,2012-06-15,NVDA
"RBC Capital Maintains Outperform on NVIDIA, Raises Price Target to $385",2020-05-19,NVDA
"NVIDIA On Blog Post, Says It's Working With Truckmaker PACCAR On Self-Driving Tech",2017-03-16,NVDA
Bank Of America: Don't Sweat Mixed Nvidia Turing Reviews,2018-09-24,NVDA
"Intel To Develop Autonomous Vehicle Solution To Compete Against Nvidia, Mobileye; CLSA Remains Unimpressed",2016-08-19,NVDA
"IDC Report Shows Worldwide Semi Market Contracted 2.2% in 2012, Expecting 3.5% Growth This Year",2013-05-22,NVDA
Shares of several technology companies are trading higher amid market strength on hopes of a US economic stimulus package agreement.,2020-03-24,NVDA
NVIDIA Q2 Earnings Due Out After The Close Today; Co. Historically Issues Its Report ~4:20pm ET,2018-08-16,NVDA
"Roth Capital Initiates Coverage on NVIDIA at Neutral, Announces $26.00 PT",2015-10-12,NVDA
Sotheby's Slips On Downbeat Earnings; NVIDIA Shares Surge,2014-08-08,NVDA
This New Tool Will Tell You Whether Or Not An Options Spread Is A Good Deal,2020-05-27,AAPL
Benzinga's Top Pre-Market Gainers,2011-09-07,NVDA
76 Biggest Movers From Friday,2020-02-18,NVDA
"Ubisoft Sues Apple, Google Over Alibaba's Rainbow Six ""Ripoff""",2020-05-16,AAPL
"UPDATE: Argus On Nvidia Notes 'We believe that most technology investors should own NVDA in the age of deep learning, AI, and GPU-driven applications acceleration'",2020-02-18,NVDA
Nvidia Bears Still Exist: Wells Fargo Keeps Stock Rated Underperform,2017-11-10,NVDA
Software Rises Above Semiconductors And Hardware As Tech Heads Into Earnings Season,2020-04-16,AAPL
Mid-Morning Market Update: Markets Open Higher; NVIDIA Earnings Beat Estimates,2018-02-09,NVDA
Apple PCB Suppliers Dismiss Speculation about 5G iPhone Delay,2020-03-27,AAPL
Nvidia shares are trading higher after RBC raised the price target of the stock from $217 to $251.,2019-10-25,NVDA
"Stifel: AMD's Q3 Wasn't As Bad As It Seems, But Not As Good As Hoped",2017-10-25,NVDA
Nvidia Option Alert: Sep 29 $182.5 Puts Sweep (25) at the Ask: 549 @ $2.07 vs 513 OI; Ref=$186.461,2017-09-20,NVDA
FAA: Unregistered Drones Could Soon Mean Jail Time,2015-12-14,NVDA
"UPDATE: Needham Upgrades NVIDIA To Hold 'following our positive meeting at CES'; 'we contend the shares are fully valued at 34x our F2021 earnings estimate (near multi-year high). Furthermore, we believe competition will accelerate in AI training in 2020'",2020-01-13,NVDA
Citron Research Issues Report 'NVIDIA To Trade Back To $130' On Website,2017-06-09,NVDA
NVIDIA CEO Speaking at Annual Investor Day: Says Business Condtions Muted in 1H,2013-04-11,NVDA
Tesla CEO Musk Says Other Three Officers Should Be Charged In Floyd's Murder Case,2020-06-02,AAPL
A Look At Nvidia's Largest Shareholders And What Their Presence Means,2017-05-25,NVDA
"Apple And Amazon Up To Bat this Afternoon As Investors Ponder Microsoft, Facebook Results",2020-04-30,AAPL
10 Biggest Price Target Changes For Friday,2018-08-17,NVDA
SunTrust Robinson Humphrey Upgrades NVIDIA to Buy,2017-07-12,NVDA
A Peek Into The Markets: U.S. Stock Futures Edge Higher Ahead Of J C Penney Earnings,2016-08-12,NVDA
Study: 34% Of Americans Report Looking Through Their Partner's Phone Without Permission,2020-05-26,AAPL
"Long-Time Nvidia Bear Upgrades Stock, Lifts Target To $200",2017-11-13,NVDA
NVIDIA Sees Q1 Sales $1.16V +/- 2% vs $1.15B Est.,2015-02-11,NVDA
All The Ratings And Price Targets On Nvidia Ahead Of Q1 Earnings,2017-05-09,NVDA
Apple Files Final Pricing Term Sheet For Offering Of $2B 0.750% Notes Due 2023,2020-05-05,AAPL
"PiperJaffray Maintains Overweight on NVIDIA, Raises Price Target to $250",2019-12-17,NVDA
"Companies Holding Annual Meetings Today Include Waste Connections, Eastman Kodak, Alarm.com, Amyris, Achillion Pharma, GNC, Amazon, Nokia, Merck, Nvidia, Pinnacle Foods, Wendy's, & Xerox",2017-05-23,NVDA
"Seeing Interest In Chip Stocks Earlier Wednesday: AMD Shares Indicated Up 5.6% Premarket, NVIDIA Up 0.4%, Intel Shares Down 1.4%, TI Unch",2017-06-21,NVDA
Analysts Upbeat After Nvidia's CES Presentations: 'Must-Own Stock For Technology Investors',2020-01-13,NVDA
Stocks That Hit 52-Week Highs On Tuesday,2020-05-12,NVDA
Stock Wars: Intel Vs. AMD Vs. Nvidia,2019-07-26,NVDA
"Market Wrap For March 21: Markets End Friday On A Negative Note, But Still Positive For The Week",2014-03-21,NVDA
"JP Morgan Maintains Overweight on Apple, Raises Price Target to $350",2020-05-01,AAPL
"Little Things Count: After Selloff To Start Week, A Bit of Light Arrives With Positive Earnings",2020-04-22,AAPL
"Stocks Which Set New 52-Week Lows Fri., Nov. 16, 2018",2018-11-19,NVDA
All The Stocks That Moved During Apple's Product Unveil Event,2017-09-13,NVDA
Apple To Close All Italy Stores Until Further Notice,2020-03-11,AAPL
Chipmakers Trading High During Indian Conference,2016-12-05,NVDA
"A Peek Into The Markets: US Stock Futures Fall, Dow Futures Down 100 Points",2018-11-16,NVDA
"Despite A Hard Loss, Nvidia Is Still Winning",2017-06-13,NVDA
"Benzinga Pro's Top 10 Most-Searched Tickers For Afternoon Of Mon., Nov. 19, 2018",2018-11-19,NVDA
"Benzinga's Top ETF Gainers, August 3rd (AGQ, BZQ, SOXL, AGA)",2011-08-03,NVDA
"Benzinga's Bulls And Bears For The Past Week: Apple, Best Buy, Tesla And More",2017-06-12,NVDA
Oracle Might Not Challenge Cloud Providers But Investors Are Pleased,2020-03-13,AAPL
"Volvo, Autoliv Team up with NVIDIA on Developing AI for Self-driving Cars",2017-06-27,NVDA
Software Rises Above Semiconductors And Hardware As Tech Heads Into Earnings Season,2020-04-16,NVDA
"Weekly Tech Highlights: Sony Beat Apple To The Punch, Twitter M&A Rumors And More",2015-06-20,NVDA
Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest EPS,2012-06-19,NVDA
Wall Street's Top Picks For 2017: All In One Place,2016-12-27,NVDA
Seeing 2nd Notable Block Trade In NVIDIA In After Hours Session Of 3.3M Shares At $186.48/Share,2017-12-04,NVDA
"Benzinga's Top Upgrades, Downgrades For January 13, 2020",2020-01-13,NVDA
Apple Dropped Two-device Limit on Online Purchases of iPhones,2020-03-23,AAPL
"Apple Shares Unaffected As Hearing Trump Says He Spoke With Tim Cook, Trump Says Cook Believes Economy Will See V-Shaped Recovery",2020-04-24,AAPL
UPDATE: Topeka Capital Markets Initiates NVIDIA Corporation at Hold,2013-05-23,NVDA
"When Bull Markets Die: What To Watch For, What Stocks Could Be The First To Get Hit",2017-09-25,NVDA
"UPDATE: Goldman Sachs Downgrades Apple To Sell, Lowers Target To $233 'as COVID-19 downturn drives reduced 2021 forecasts'",2020-04-17,AAPL
"B of A Securities Reiterates Buy on NVIDIA, Raises Price Target to $300",2020-01-10,NVDA
"UPDATE: AMD Shares Up 2%, NVIDIA Up 0.9%, Intel Up 0.2% Amid Fudzilla Report; BZ NOTE: Publication is Same Source Which Recently Reported Deal Which Failed to Materialize: Intel Dropped NVIDIA for AMD; Watch for Profit Taking in Semi Stocks",2017-06-05,NVDA
Apple Still Looks to Ship 90M AirPods in 2020,2020-03-13,AAPL
"UPDATE: Raymond James Reiterates Outperform On Nvidia, Raises Target To $300 Notes 'Strong Upside Before the Product Cycle Has Even Gotten Started'",2020-02-14,NVDA
Gene Munster Sees Apple And Tesla As Biggest Winners This Earnings Season,2020-04-22,AAPL
"Intel Has Reportedly Licensed AMD's Graphics Due To Nvidia Licensing Agreement Expiration, Neither Company Has Confirmed",2017-05-16,NVDA
NVIDIA CFO On Conf. Call Reportedly Says Supply Situation Is 'Now Easing' And GPU Channel Prices Normalizing,2018-05-10,NVDA
Your Guide To Trading The Autonomous Vehicle Theme,2017-06-14,NVDA
AMD Earnings Preview: A Look At What Might Be Expected For The Chipmakers' Q2 Results,2017-07-25,NVDA
"AMD, Texas Instruments See Short Interest Surge",2013-04-26,NVDA
UPDATE: Macquarie Downgrades NVIDIA on Potential Impact of Cloud Computing,2013-10-11,NVDA
"Forget Apple: Microsoft's Surface Tablet Aimed at Dell, HP",2012-06-19,NVDA
"UPDATE: BofA Securities On Apple Notes 'We reiterate Buy on large cash balance/optionality, expected new buyback authorization in April and upcoming 5G cycle'",2020-03-11,AAPL
Podcast: 6 Charts Explain Why The Correction Has Started,2018-08-17,NVDA
"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $310",2020-02-12,NVDA
"FBR Downgrades Xilinx, Altera In Massive M&A Note",2015-06-04,NVDA
NVIDIA Corporation Sees Q2 Sales $955.50-994.50,2013-05-09,NVDA
The Market In 5 Minutes,2017-08-11,NVDA
"From NVIDIA Q3 Earnings Conference Call: Pres, CEO Jen-Hsun Huang Says Over Longer-Term Crypto Is Small For Co., 'But Not 0.' Mgmt. Believes Crypto Will Be Around For Sometime, At Level 'Kind Of Like [Crypto Is] Today",2017-11-09,NVDA
Top 4 Large-Cap Stocks In The Semiconductor-Specialized Industry With The Lowest PEG Ratio,2014-07-17,NVDA
China Might Take Some Starch Out of U.S. Rally With More Weak Economic Data,2019-03-14,NVDA
Why Sony Sold Streaming Rights For Tom Hanks Movie To Apple Instead Of Waiting Out The Pandemic,2020-05-20,AAPL
"NVIDIA Gets Favorable Ruling In Patent Dispute With Samsung, Qualcomm",2015-04-06,NVDA
"NVIDIA Sees Q4 Sales $1.26B +/- 2, CapEx $35M-$45M",2016-02-17,NVDA
NVIDIA shares are trading up 2.4% following company updates on RTX 2000 series gaming chips,2018-08-20,NVDA
"The Market In 5 Minutes: Nvidia, Roku, Star Wars, And More",2017-11-10,NVDA
"UPDATE: NVIDIA Will Suspend Self-Driving Auto Test On Public Roads 'To Learn From The Uber Incident,' Co.'s Global Fleet Of Manually-Driven Data Collection Autos Continue To Operate",2018-03-27,NVDA
"High-end Nvidia Graphics Card Pricing Up 15% Due to Shortages, Strong Demand -DigiTimes",2015-12-24,NVDA
Any Nice Chart Needs A Catalyst; Nvidia Has One,2017-09-18,NVDA
Morning Market Stats in 5 Minutes,2020-06-08,NVDA
"Benzinga Pro's Top 5 Stocks To Watch For Wednesday, May 20, 2020: BABA, SPOT, NVDA, SGBX, JD",2020-05-20,NVDA
10 Biggest Price Target Changes For Tuesday,2020-03-17,AAPL
"Shares of some technology companies are trading lower amid market volatility. Sunday's fiscal stimulus bill failed a procedural senate vote while the Fed on Monday announced stimulus measures. NOTE: Sector is mixed, with some names up for the session.",2020-03-23,AAPL
Wedbush Securities Maintains Positive View On NVIDIA,2015-03-16,NVDA
"NVIDIA Shares Continue Lower, At Session Lows With Rest Of Stock Market Despite RBC Raising Price Target On Stock From $150 To $175 In Mid-Day Note",2017-06-09,NVDA
"Benzinga's Top Analyst Calls From April 10, 2018",2018-04-10,NVDA
Did Apple Just Take a Bite Out of Itself?,2011-09-26,NVDA
"Industrials Ended 2019 On A Strong Note, But Are Some Segments In Better Shape Than Others?",2020-02-14,NVDA
"UPDATE: UBS Upgrades NVIDIA As Firm Notes 'Important Q's remain unanswered, but we believe the ~20% miss to FQ4:19 (Jan '19) revenue and -15% stock move finally sets the stage for a new positive revision cycle starting this summer'",2019-01-29,NVDA
3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory,2020-05-27,AAPL
"Raymond James Reiterates Outperform on NVIDIA, Raises Price Target to $240",2019-11-15,NVDA
"Nvidia Spiking on Chatter of Apple Product Inclusion, Nvidia Spokesperson Says Only Apple Would be Able to Make that Announcement",2012-06-11,NVDA
Intel Declines Comment on Chatter of Potential Bid for Nvidia,2014-10-21,NVDA
Semiconductor stocks are trading higher following strong earnings from multiple large companies in the space.,2019-01-24,NVDA
"SpotlightNews Informs Communities, Extends Helping Hand To Small Publishers",2020-04-27,AAPL
The Top 11 Analysts On TipRanks And What They Cover,2017-05-18,NVDA
"Deutsche Bank Upgrades Apple to Buy, Announces $270 Price Target",2020-03-25,AAPL
"ICYMI: MoviePass' Unexpected New Partner, Venture Capitalist Makes A Pair Of Calls, Premarket Prep's Bitcoin Special",2017-12-13,NVDA
Benzinga's Top Upgrades,2014-02-13,NVDA
UPDATE: Nvidia Spiking Higher After Hours After Raising Guidance,2011-09-06,NVDA
Benzinga's Top Pre-Market Gainers,2012-10-05,NVDA
Nvidia Reports Q3 EPS $0.39 vs $0.30 Est; Revenues $1.2B vs $1.19B Est,2012-11-08,NVDA
"Sonos Shares Spike To Session High, Now Up 9.5%, As Citron's Andrew Left, Currently Interviewing On FOX Business, Said Co. Could Be Acquired By Apple Or Amazon",2020-06-09,AAPL
Technical Alert: No Stopping Nvidia Corp,2016-11-16,NVDA
Nvidia Option Alert: Oct 27 $207.5 Calls Sweep (48) at the Bid: 1274 @ $0.443 vs 535 OI; Ref=$193.45,2017-10-19,NVDA
"UPDATE: Tigress' Feinseth Tells Benzinga He Believes Tesla Wants To Collaborate With NVIDIA or Skyworks Solutions, Says 'Tesla's not going to, in theory, buy a chip factory'",2017-12-08,NVDA
"SunTrust Robinson Humphrey Maintains Buy on NVIDIA, Raises Price Target to $314",2020-02-13,NVDA
Apple Services Now Available in More Countries Around the World,2020-04-21,AAPL
"'Palihapitiya: $NVDA and $GOOG are the two big players in compute AI tech. Much of the value has been seen, but still interesting from this POV. #Sohn2018'- MarketWatch's Ryan Vlastelica Tweet",2018-04-23,NVDA
Cisco Pledges $225M To Fight Global Coronavirus Pandemic,2020-03-23,AAPL
"NVIDIA Shares At Intraday Highs 30 Mins. Ahead Of Q1 Earnings, Touch High At $260.00, Up 1.6% For Session",2018-05-10,NVDA
Shares of several semiconductor companies are trading higher after multiple reports suggesting China is open to a partial trade deal surfaced. The reports renewed optimism in the upcoming U.S.-China trade talks.,2019-10-09,NVDA
Nvidia Reports Q1 EPS $0.16 vs $0.10 Est; Revenues $924.9M vs $916.17M Est,2012-05-11,NVDA
Benzinga's Top Upgrades,2015-08-07,NVDA
Did NVIDIA's Ultra-Conservative Guidance Set It Up For Huge Beat?,2016-11-11,NVDA
Loop Capital 'Loop Around The Valley' Semiconductor Bus Tour Begins Today,2017-08-15,NVDA
Goldman Sachs Maintains Neutral Rating and $14 PT on Nvidia,2011-10-31,NVDA
Cypress Semiconductor Corp shares are trading higher after the company beat Q4 earnings estimates; shares of other semiconductor stocks are trading slightly higher in sympathy.,2019-01-31,NVDA
"WSJ.D Live Conference Continues Today; Presenters Include AT&T & Time Warner, Nvidia, Facebook, Paypal, Yelp, And Trian Fund Management's Nelson Peltz",2016-10-25,NVDA
Sizing Up Semiconductor ETFs For 2018,2017-10-18,NVDA
"Shares of several technology companies are trading higher, rebounding as fears of the coronavirus's impact on the economy settle. NOTE: Although the market rebounded, there are still concerns over the spread of the virus.",2020-01-28,NVDA
MoneyGram Shares Jump 50% As Western Union Reportedly Looks For Acquisition,2020-06-02,AAPL
A Preview Of Nvidia's Q3 Earnings,2019-11-14,NVDA
MKM Partners Upgrades NVIDIA to Buy,2015-11-06,NVDA
"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",2020-05-12,NVDA
"Deutsche Bank Is Buying Mobileye On VW And GM Support, Expects Stock To Double",2016-01-06,NVDA
"RBC Capital Upgrades NVIDIA Corporation to Outperform, Raises PT to $26.00",2014-05-19,NVDA
"After-Hours Movers Led By NVIDIA, NetApp And Marriott",2016-02-17,NVDA
NVIDIA Corporation Q3 EPS $1.84 Beats $1.71 Estimate,2018-11-15,NVDA
NVIDIA's Director of Technical Marketing Tom 'TAP' Petersen Departs for Intel,2019-03-31,NVDA
"Boutique Research Firm Upgrades Nvidia, Says AI, Ray Tracing Will Drive Demand For Chipmaker",2019-07-11,NVDA
Apple Said to be Accelerating Production Relocation Outside China,2020-03-25,AAPL
"UPDATE: Argus Reiterates Buy On Nvidia, Raises Target To $340 Notes 'We recommend establishing or adding to positions in this preeminent vehicle for participation in the AI economy'",2020-02-18,NVDA
"Shares of several technology, semiconductor, and software companies are trading lower as a potential sell-off from this week's strength. While US stimulus legislation has boosted economic optimism, demand concerns still exist amid the coronavirus.",2020-03-27,AAPL
Shares of several semiconductors companies are trading lower on escalated trade tensions after China announced it plans to impose a 5% to 10% tariff rate on $75 billion worth of U.S. goods.,2019-08-23,NVDA
"Brean's Burton Commends NVIDIA on 'Executing in a Tough Environment,' But Sees Valuation as Full; Maintains Hold Rating Following Q2 Results",2015-08-07,NVDA
NVIDIA Raises Qtr. Dividend from $0.0975 to $0.115/Share,2015-11-05,NVDA
NVIDIA Option Alert: Jan 18 $240 Calls Sweep (3) near the Ask: 1100 @ $0.384 vs 7227 OI; Ref=$162.3001,2018-11-16,NVDA
"As Investors Await Fed Chair Testimony Wednesday, PepsiCo Delivers Strong Results",2019-07-09,NVDA
Afternoon Market Stats in 5 Minutes,2020-06-10,NVDA
"Option Alert: Nvidia January 16 Call; Block Trade: 7,795 Contracts @$0.59; Currently $14.49",2013-08-01,NVDA
NVIDIA Shares Appear Unaffected; Traders Circulating Earlier Forbes Article 'Nvidia RTX 2080 Ti Cards Have A Serious Problem -- They Keep Dying',2018-10-30,NVDA
"NVIDIA to Return $1B to Investors this FY, Says $100M in Stock to be Bought Back this Year -Bloomberg",2013-04-11,NVDA
"Nvdia, AMD May See 2018 Profits Fall as Crypto Mining Craze Fades",2018-05-22,NVDA
NVIDIA shares are trading lower potentially on rumors that Jefferies removed the stock from their Franchise Pick List.,2019-01-25,NVDA
Nvidia Has A Massive Market Opportunity; SunTrust Upgrades To Buy,2017-07-12,NVDA
"NVIDIA Shares Volatile After Hours, Hearing Cowen Initiated Coverage With Outperform Rating, $325 Price Target",2018-05-17,NVDA
NVIDIA Corporation Reports Q2 EPS of $0.23 vs $0.13 Est; Revenue of $977.20M,2013-08-08,NVDA
"VanEck Vectors Semiconductor ETF Down 2.4% Following Q4 Sales, Gross Margin Guidance Cut From NVIDIA",2019-01-28,NVDA
"Stocks That Made New 52-Wk Highs Earlier Today Include: Moody's, Adobe, Cognizant, Zoetis, Salesforce, NVIDIA, Red Hat, CSRA, Intuit, Coty, Garmin, Global Payments, and Ansys",2018-02-20,NVDA
"NVIDIA Guidance Cut Reflects 'Weaker Than Forecasted' Sales Of Its Gaming And Datacenter Platforms,",2019-01-28,NVDA
UPDATE: Jefferies Cuts PT to $15 on NVIDIA Corporation; 28nm Capacity Constrainta,2012-05-14,NVDA
"Benzinga's M&A Chatter for Monday April 2, 2012",2012-04-02,NVDA
'COVID-19 exposure notification settings begin to go live for iOS users with new update' -TechCrunch,2020-05-20,AAPL
50 Biggest Movers From Yesterday,2019-03-12,NVDA
"Cascend Maintains Buy on NVIDIA, Raises Price Target to $250",2019-11-25,NVDA
"Seeing Continued Rotation/Profit-Taking In Year-to-Date Outperforming Semiconductor Stocks; AMD -5.36%, Nvidia -4.43%, Micron -3.36%, iShares Semi ETF SOXX -1.687%",2017-12-04,NVDA
5 Biggest Price Target Changes For Wednesday,2017-05-10,NVDA
"Brean Liked NVIDIA's Q4, But Remains On Sidelines",2016-02-18,NVDA
Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest Cash,2013-03-25,NVDA
"Nvidia, Baidu And AI",2017-07-10,NVDA
"Charles Schwab Launches Fractional Shares, The Ability To Gift Stock",2020-05-05,AAPL
"Shares of several semiconductor companies are trading higher after a report stating AMD sales will increase ""sharply"" in the second half of 2019 given a ramp up in CPU and GPU shipments for notebooks, motherboards, and servers.",2019-04-03,NVDA
"Evercore ISI Group Maintains Outperform on NVIDIA, Raises Price Target to $225",2019-10-07,NVDA
Investors Sell FANG To Buy IPOs In September's IMX,2019-10-07,NVDA
"Morgan Stanley Upgrades NVIDIA to Overweight, Announces $259 Price Target",2019-11-25,NVDA
"FBN Securities Initiates Coverage On NVIDIA with Outperform Rating, Announces $300 Price Target",2018-06-26,NVDA
10 Biggest Price Target Changes For Monday,2019-02-11,NVDA
"Needham Maintains Buy on NVIDIA, Raises Price Target to $400",2020-05-22,NVDA
Daily Long and Short Setup,2011-04-28,NVDA
Oppenheimer's Takeaways From Meeting With The NVIDIA CFO At CES,2017-01-09,NVDA
"AMD, Marvell Gain Semiconductor Share In Q3",2017-09-19,NVDA
Ways To Play The AI Theme At CES 2017,2016-12-28,NVDA
"Loup Ventures' Austin Bohlig Responds To Nvidia-DHL News, Tells Benzinga 'similar announcements made with strategics' Will Be Catalysts For NVDA, AMD Shares In Coming Years",2017-10-10,NVDA
Goldman Sachs Reiterates Buy Rating And Conviction List Status For Nvidia Ahead Of Q3 Earnings; Analysts Say Near-Term Challenges Exist But Long-Term Secular Growth And Recommends Investors Use Recent Pullback To Buy The Stock,2018-11-12,NVDA
Video Game ETF Competition Gets Another Entrant With Global X's HERO,2019-10-30,NVDA
NVIDIA shares are trading higher. Hearing Citigroup raised the price target from $200 to $245. Also saw comments from a Credit Suisse analyst suggesting October graphics cards sales grew month-over-month.,2019-11-18,NVDA
"Benzinga's Top ETF Gainers, July 18th (AGQ, TZA, TVIX, SOXS)",2011-07-18,NVDA
"The Market In 5 Minutes: You Don't Really Care For Music, Do You?",2016-11-11,NVDA
