Date,Year,Month,Month_Name,Day,Weekday,Quarter,Transaction Description,Category,Category_Code,Amount,Type,Is_Income
2021-10-27,2021,10,October,27,Wednesday,4,need trial.,Salary,6,1056.13,Expense,0
2023-10-17,2023,10,October,17,Tuesday,4,support quality whatever wish hour.,Investment,3,3914.0,Income,1
2023-05-20,2023,5,May,20,Saturday,2,some quickly truth view response.,Entertainment,0,1389.42,Expense,0
2023-10-03,2023,10,October,3,Tuesday,4,strong mind from.,Shopping,7,19.29,Expense,0
2024-10-01,2024,10,October,1,Tuesday,4,price certain down standard nice.,Investment,3,2372.0,Income,1
2021-06-26,2021,6,June,26,Saturday,2,heavy staff hotel box.,Entertainment,0,460.82,Expense,0
2021-11-05,2021,11,November,5,Friday,4,drug happy will young simply.,Travel,8,337.67,Expense,0
2024-01-09,2024,1,January,9,Tuesday,1,occur live take media hot.,Entertainment,0,1436.41,Expense,0
2020-10-26,2020,10,October,26,Monday,4,determine worker.,Salary,6,601.73,Expense,0
2023-06-23,2023,6,June,23,Friday,2,raise hope enjoy most.,Shopping,7,1941.7,Expense,0
2020-10-27,2020,10,October,27,Tuesday,4,face build market.,Rent,5,1895.7,Expense,0
2024-04-04,2024,4,April,4,Thursday,2,water yourself trade someone.,Other,4,591.0,Income,1
2024-11-02,2024,11,November,2,Saturday,4,goal once let perform international.,Rent,5,429.04,Expense,0
2020-10-08,2020,10,October,8,Thursday,4,improve them wait.,Travel,8,1961.22,Expense,0
2020-05-07,2020,5,May,7,Thursday,2,stand seem.,Investment,3,3807.0,Income,1
2020-07-31,2020,7,July,31,Friday,3,ahead picture son.,Travel,8,1506.04,Expense,0
2022-09-29,2022,9,September,29,Thursday,3,computer matter.,Investment,3,1866.0,Income,1
2023-01-25,2023,1,January,25,Wednesday,1,science drug.,Travel,8,342.26,Expense,0
2023-03-21,2023,3,March,21,Tuesday,1,money modern receive partner.,Rent,5,53.38,Expense,0
2022-04-30,2022,4,April,30,Saturday,2,within prove full.,Health & Fitness,2,481.44,Expense,0
2023-11-14,2023,11,November,14,Tuesday,4,floor there career.,Travel,8,535.61,Expense,0
2021-12-11,2021,12,December,11,Saturday,4,evidence case.,Salary,6,56.12,Expense,0
2023-01-28,2023,1,January,28,Saturday,1,on professional analysis color.,Rent,5,997.33,Expense,0
2020-07-12,2020,7,July,12,Sunday,3,discuss religious.,Entertainment,0,1027.24,Expense,0
2023-09-14,2023,9,September,14,Thursday,3,my some skin ball thing.,Health & Fitness,2,528.51,Expense,0
2022-10-10,2022,10,October,10,Monday,4,report painting house.,Salary,6,1103.96,Expense,0
2021-05-17,2021,5,May,17,Monday,2,religious across.,Utilities,9,480.18,Expense,0
2021-03-30,2021,3,March,30,Tuesday,1,dark mr clearly take.,Health & Fitness,2,1625.42,Expense,0
2021-09-19,2021,9,September,19,Sunday,3,history drop point audience.,Food & Drink,1,1214.14,Expense,0
2023-12-11,2023,12,December,11,Monday,4,letter mind many.,Rent,5,1505.35,Expense,0
2021-09-17,2021,9,September,17,Friday,3,network outside parent.,Utilities,9,1906.05,Expense,0
2024-12-12,2024,12,December,12,Thursday,4,likely evidence claim.,Other,4,3625.0,Income,1
2021-03-15,2021,3,March,15,Monday,1,point appear including.,Entertainment,0,1181.82,Expense,0
2021-04-21,2021,4,April,21,Wednesday,2,determine feel article we they.,Shopping,7,976.47,Expense,0
2020-01-02,2020,1,January,2,Thursday,1,score each.,Food & Drink,1,1485.69,Expense,0
2021-03-23,2021,3,March,23,Tuesday,1,end dog.,Rent,5,1588.26,Expense,0
2023-01-23,2023,1,January,23,Monday,1,offer bed it skill challenge.,Utilities,9,562.16,Expense,0
2022-10-19,2022,10,October,19,Wednesday,4,pressure those.,Entertainment,0,602.44,Expense,0
2024-09-23,2024,9,September,23,Monday,3,ten skin perhaps.,Other,4,3085.0,Income,1
2021-08-09,2021,8,August,9,Monday,3,fear yourself last.,Shopping,7,382.75,Expense,0
2024-04-06,2024,4,April,6,Saturday,2,tell soon executive.,Utilities,9,255.24,Expense,0
2020-04-05,2020,4,April,5,Sunday,2,scientist necessary into.,Utilities,9,1449.47,Expense,0
2022-03-27,2022,3,March,27,Sunday,1,fear approach take case customer.,Rent,5,1055.76,Expense,0
2024-06-13,2024,6,June,13,Thursday,2,some gun ahead certainly act.,Salary,6,963.25,Expense,0
2023-07-11,2023,7,July,11,Tuesday,3,authority number.,Rent,5,1573.63,Expense,0
2024-07-29,2024,7,July,29,Monday,3,eight bed fill.,Food & Drink,1,1610.7,Expense,0
2020-08-22,2020,8,August,22,Saturday,3,lead few yourself.,Travel,8,1671.47,Expense,0
2021-07-06,2021,7,July,6,Tuesday,3,newspaper reach determine hear leg.,Other,4,4282.0,Income,1
2020-07-03,2020,7,July,3,Friday,3,key continue anything wait.,Other,4,3071.0,Income,1
2023-12-09,2023,12,December,9,Saturday,4,pull blue strong wonder.,Food & Drink,1,33.17,Expense,0
2021-11-05,2021,11,November,5,Friday,4,beat lead hard factor.,Investment,3,1517.0,Income,1
2022-11-28,2022,11,November,28,Monday,4,choice side eat matter rather.,Other,4,2157.0,Income,1
2022-06-11,2022,6,June,11,Saturday,2,despite sell most.,Other,4,4888.0,Income,1
2020-05-25,2020,5,May,25,Monday,2,ask imagine my.,Travel,8,1227.24,Expense,0
2024-11-03,2024,11,November,3,Sunday,4,important source first him.,Rent,5,136.95,Expense,0
2020-09-05,2020,9,September,5,Saturday,3,tree store either station.,Other,4,1385.0,Income,1
2023-01-04,2023,1,January,4,Wednesday,1,rise mother.,Other,4,4124.0,Income,1
2023-06-17,2023,6,June,17,Saturday,2,machine son television.,Travel,8,191.36,Expense,0
2022-09-01,2022,9,September,1,Thursday,3,almost outside middle.,Utilities,9,696.49,Expense,0
2021-05-24,2021,5,May,24,Monday,2,health image.,Utilities,9,885.13,Expense,0
2020-11-16,2020,11,November,16,Monday,4,bank professional true financial.,Food & Drink,1,915.1,Expense,0
2020-04-27,2020,4,April,27,Monday,2,board its.,Entertainment,0,340.96,Expense,0
2022-09-15,2022,9,September,15,Thursday,3,turn put professional.,Utilities,9,737.93,Expense,0
2020-07-11,2020,7,July,11,Saturday,3,church community.,Travel,8,580.96,Expense,0
2021-01-14,2021,1,January,14,Thursday,1,soldier meeting building.,Travel,8,919.1,Expense,0
2024-10-07,2024,10,October,7,Monday,4,hundred step according.,Food & Drink,1,802.82,Expense,0
2021-02-18,2021,2,February,18,Thursday,1,quite budget window hour some.,Travel,8,1301.99,Expense,0
2024-11-17,2024,11,November,17,Sunday,4,for age size.,Health & Fitness,2,830.29,Expense,0
2023-09-16,2023,9,September,16,Saturday,3,quite everyone as generation.,Utilities,9,1984.77,Expense,0
2021-09-11,2021,9,September,11,Saturday,3,similar send card year.,Salary,6,1209.22,Expense,0
2024-08-03,2024,8,August,3,Saturday,3,push east never size fight.,Travel,8,397.55,Expense,0
2022-10-23,2022,10,October,23,Sunday,4,opportunity lead see.,Health & Fitness,2,1723.49,Expense,0
2021-03-26,2021,3,March,26,Friday,1,happen determine whatever.,Other,4,3060.0,Income,1
2021-09-09,2021,9,September,9,Thursday,3,ability live.,Travel,8,1604.28,Expense,0
2024-08-28,2024,8,August,28,Wednesday,3,course staff personal space.,Shopping,7,1270.99,Expense,0
2021-03-05,2021,3,March,5,Friday,1,million night your.,Rent,5,1328.91,Expense,0
2021-05-31,2021,5,May,31,Monday,2,probably conference sure administration debate.,Food & Drink,1,904.97,Expense,0
2020-08-14,2020,8,August,14,Friday,3,along attention piece tv young.,Shopping,7,1451.12,Expense,0
2020-02-15,2020,2,February,15,Saturday,1,detail audience piece director town.,Other,4,4009.0,Income,1
2021-10-13,2021,10,October,13,Wednesday,4,law participant.,Other,4,1219.0,Income,1
2020-09-18,2020,9,September,18,Friday,3,huge couple.,Salary,6,935.1,Expense,0
2024-06-10,2024,6,June,10,Monday,2,expert commercial entire resource.,Investment,3,3467.0,Income,1
2024-07-26,2024,7,July,26,Friday,3,professor important do house must.,Shopping,7,1512.39,Expense,0
2023-03-08,2023,3,March,8,Wednesday,1,than condition republican.,Travel,8,932.06,Expense,0
2024-07-26,2024,7,July,26,Friday,3,seven project chance road.,Shopping,7,1133.69,Expense,0
2020-08-20,2020,8,August,20,Thursday,3,tree central leave effect.,Other,4,3181.0,Income,1
2020-08-18,2020,8,August,18,Tuesday,3,hear certainly most not.,Rent,5,1289.07,Expense,0
2022-04-02,2022,4,April,2,Saturday,2,indicate herself.,Shopping,7,755.18,Expense,0
2020-08-22,2020,8,August,22,Saturday,3,down occur.,Food & Drink,1,1999.82,Expense,0
2021-10-13,2021,10,October,13,Wednesday,4,well mission situation result.,Travel,8,1783.75,Expense,0
2024-01-16,2024,1,January,16,Tuesday,1,behind front attack song little.,Health & Fitness,2,1426.63,Expense,0
2024-09-05,2024,9,September,5,Thursday,3,pass quite third ability interview.,Other,4,3396.0,Income,1
2023-01-31,2023,1,January,31,Tuesday,1,term mother cost may.,Investment,3,4364.0,Income,1
2021-09-05,2021,9,September,5,Sunday,3,a when dark read.,Rent,5,1600.69,Expense,0
2023-03-15,2023,3,March,15,Wednesday,1,study fear turn any indicate.,Rent,5,929.47,Expense,0
2020-05-01,2020,5,May,1,Friday,2,finish summer rest feel finally.,Travel,8,851.78,Expense,0
2024-02-27,2024,2,February,27,Tuesday,1,significant up still management.,Entertainment,0,1809.95,Expense,0
2022-01-21,2022,1,January,21,Friday,1,approach about because.,Shopping,7,634.37,Expense,0
2022-07-27,2022,7,July,27,Wednesday,3,doctor protect military social.,Investment,3,3157.0,Income,1
2022-04-08,2022,4,April,8,Friday,2,win group important civil nature.,Utilities,9,1458.44,Expense,0
2022-11-09,2022,11,November,9,Wednesday,4,consumer face.,Shopping,7,984.02,Expense,0
2020-11-01,2020,11,November,1,Sunday,4,hundred bad that second develop.,Entertainment,0,1848.58,Expense,0
2022-07-01,2022,7,July,1,Friday,3,water fight security tough gas.,Shopping,7,1858.46,Expense,0
2020-10-10,2020,10,October,10,Saturday,4,official defense.,Investment,3,4875.0,Income,1
2020-08-09,2020,8,August,9,Sunday,3,sit enter perhaps however.,Entertainment,0,981.58,Expense,0
2020-07-12,2020,7,July,12,Sunday,3,able late order.,Health & Fitness,2,935.33,Expense,0
2024-05-20,2024,5,May,20,Monday,2,recently again explain court.,Investment,3,1967.0,Income,1
2020-10-18,2020,10,October,18,Sunday,4,since nothing be apply.,Utilities,9,306.9,Expense,0
2024-01-27,2024,1,January,27,Saturday,1,however style.,Food & Drink,1,723.78,Expense,0
2023-02-26,2023,2,February,26,Sunday,1,particularly score order modern.,Health & Fitness,2,922.33,Expense,0
2020-09-08,2020,9,September,8,Tuesday,3,herself police he push likely.,Entertainment,0,212.78,Expense,0
2020-03-04,2020,3,March,4,Wednesday,1,choice father why often.,Food & Drink,1,1201.9,Expense,0
2022-05-20,2022,5,May,20,Friday,2,include record security.,Travel,8,767.52,Expense,0
2020-06-11,2020,6,June,11,Thursday,2,site girl into have media.,Entertainment,0,1730.57,Expense,0
2020-02-29,2020,2,February,29,Saturday,1,magazine degree husband around.,Travel,8,1944.06,Expense,0
2021-12-28,2021,12,December,28,Tuesday,4,suffer team.,Other,4,4596.0,Income,1
2023-05-07,2023,5,May,7,Sunday,2,technology pay tree.,Health & Fitness,2,281.54,Expense,0
2024-06-23,2024,6,June,23,Sunday,2,rule success.,Salary,6,1197.1,Expense,0
2024-10-19,2024,10,October,19,Saturday,4,picture evidence.,Shopping,7,1266.23,Expense,0
2021-08-21,2021,8,August,21,Saturday,3,central plan physical heart.,Other,4,4420.0,Income,1
2021-07-28,2021,7,July,28,Wednesday,3,people tend weight machine.,Utilities,9,1102.12,Expense,0
2023-01-20,2023,1,January,20,Friday,1,bad argue side girl.,Food & Drink,1,1178.85,Expense,0
2023-03-10,2023,3,March,10,Friday,1,together whether about.,Food & Drink,1,437.89,Expense,0
2020-02-08,2020,2,February,8,Saturday,1,staff within mouth call.,Other,4,3786.0,Income,1
2023-05-22,2023,5,May,22,Monday,2,summer system artist too.,Other,4,3937.0,Income,1
2023-12-27,2023,12,December,27,Wednesday,4,discuss wall ahead scene.,Health & Fitness,2,1124.7,Expense,0
2020-04-26,2020,4,April,26,Sunday,2,voice boy wife condition.,Food & Drink,1,1938.3,Expense,0
2023-01-18,2023,1,January,18,Wednesday,1,sign wall.,Entertainment,0,994.83,Expense,0
2024-07-21,2024,7,July,21,Sunday,3,tv budget system book.,Entertainment,0,1821.07,Expense,0
2021-03-28,2021,3,March,28,Sunday,1,serious soon stay seven.,Salary,6,143.6,Expense,0
2021-09-17,2021,9,September,17,Friday,3,day parent country.,Other,4,785.0,Income,1
2022-11-18,2022,11,November,18,Friday,4,window research his.,Shopping,7,443.48,Expense,0
2024-05-26,2024,5,May,26,Sunday,2,project can.,Food & Drink,1,1340.49,Expense,0
2021-04-19,2021,4,April,19,Monday,2,scientist i doctor.,Health & Fitness,2,630.16,Expense,0
2022-07-04,2022,7,July,4,Monday,3,surface usually.,Health & Fitness,2,773.85,Expense,0
2022-06-13,2022,6,June,13,Monday,2,sort knowledge analysis together court.,Entertainment,0,391.94,Expense,0
2024-06-21,2024,6,June,21,Friday,2,training account evidence month.,Shopping,7,1202.72,Expense,0
2021-07-10,2021,7,July,10,Saturday,3,just recent.,Other,4,3540.0,Income,1
2020-12-05,2020,12,December,5,Saturday,4,appear lose he.,Salary,6,495.02,Expense,0
2020-05-03,2020,5,May,3,Sunday,2,past feeling nature.,Food & Drink,1,1162.57,Expense,0
2023-02-02,2023,2,February,2,Thursday,1,adult range green.,Food & Drink,1,1110.2,Expense,0
2020-10-30,2020,10,October,30,Friday,4,again foot soon peace.,Salary,6,589.61,Expense,0
2021-06-28,2021,6,June,28,Monday,2,cause field education child.,Utilities,9,1198.52,Expense,0
2021-05-04,2021,5,May,4,Tuesday,2,decade trade field training.,Entertainment,0,1005.52,Expense,0
2022-02-21,2022,2,February,21,Monday,1,tree imagine machine.,Food & Drink,1,1827.33,Expense,0
2020-08-27,2020,8,August,27,Thursday,3,seat strategy total simply discover.,Investment,3,1748.0,Income,1
2020-02-04,2020,2,February,4,Tuesday,1,race mr.,Travel,8,1406.62,Expense,0
2024-05-17,2024,5,May,17,Friday,2,as throughout individual list manager.,Utilities,9,1516.84,Expense,0
2024-01-23,2024,1,January,23,Tuesday,1,statement position either.,Travel,8,1756.18,Expense,0
2021-03-07,2021,3,March,7,Sunday,1,relate real major.,Entertainment,0,1176.9,Expense,0
2024-07-07,2024,7,July,7,Sunday,3,mind easy foreign old.,Food & Drink,1,1756.73,Expense,0
2023-01-11,2023,1,January,11,Wednesday,1,move outside value.,Other,4,1190.0,Income,1
2022-02-05,2022,2,February,5,Saturday,1,think live bad total research.,Shopping,7,1792.56,Expense,0
2020-04-17,2020,4,April,17,Friday,2,government nice.,Salary,6,1729.04,Expense,0
2024-03-05,2024,3,March,5,Tuesday,1,likely great paper.,Investment,3,1871.0,Income,1
2020-12-14,2020,12,December,14,Monday,4,draw police.,Shopping,7,916.14,Expense,0
2024-01-13,2024,1,January,13,Saturday,1,onto worry help hope.,Investment,3,1348.0,Income,1
2022-12-31,2022,12,December,31,Saturday,4,life police.,Rent,5,1065.71,Expense,0
2023-09-29,2023,9,September,29,Friday,3,information scene again country.,Shopping,7,812.75,Expense,0
2024-09-13,2024,9,September,13,Friday,3,as personal agreement.,Investment,3,4535.0,Income,1
2020-12-18,2020,12,December,18,Friday,4,wonder effect administration small.,Other,4,1322.0,Income,1
2020-02-28,2020,2,February,28,Friday,1,anything yourself.,Other,4,3286.0,Income,1
2022-04-16,2022,4,April,16,Saturday,2,international break surface three.,Investment,3,763.0,Income,1
2024-07-13,2024,7,July,13,Saturday,3,you ready way rule.,Food & Drink,1,1398.31,Expense,0
2023-08-25,2023,8,August,25,Friday,3,return or for.,Shopping,7,1173.13,Expense,0
2023-04-13,2023,4,April,13,Thursday,2,later week democratic few.,Utilities,9,209.27,Expense,0
2022-07-06,2022,7,July,6,Wednesday,3,charge note space when collection.,Shopping,7,1938.15,Expense,0
2020-09-17,2020,9,September,17,Thursday,3,allow have kitchen.,Salary,6,1417.54,Expense,0
2023-02-08,2023,2,February,8,Wednesday,1,of interview fine.,Food & Drink,1,1908.62,Expense,0
2021-07-11,2021,7,July,11,Sunday,3,support possible.,Rent,5,577.28,Expense,0
2022-05-05,2022,5,May,5,Thursday,2,thank avoid man drive.,Shopping,7,1573.75,Expense,0
2022-08-03,2022,8,August,3,Wednesday,3,picture always occur.,Investment,3,1609.0,Income,1
2024-07-16,2024,7,July,16,Tuesday,3,certain camera represent.,Salary,6,1581.22,Expense,0
2022-06-25,2022,6,June,25,Saturday,2,choose detail section someone.,Salary,6,549.48,Expense,0
2021-05-24,2021,5,May,24,Monday,2,truth modern.,Salary,6,1365.46,Expense,0
2022-10-12,2022,10,October,12,Wednesday,4,road product wait.,Health & Fitness,2,1088.67,Expense,0
2022-03-01,2022,3,March,1,Tuesday,1,drop major.,Salary,6,1779.63,Expense,0
2020-06-18,2020,6,June,18,Thursday,2,particular her agreement surface consider.,Other,4,3364.0,Income,1
2021-05-27,2021,5,May,27,Thursday,2,argue act commercial matter.,Salary,6,84.84,Expense,0
2024-10-04,2024,10,October,4,Friday,4,lose shoulder spring.,Other,4,4486.0,Income,1
2023-04-01,2023,4,April,1,Saturday,2,something population loss physical.,Entertainment,0,1265.2,Expense,0
2022-02-11,2022,2,February,11,Friday,1,pressure occur list common.,Other,4,3205.0,Income,1
2024-10-11,2024,10,October,11,Friday,4,condition again successful.,Health & Fitness,2,1736.06,Expense,0
2020-05-21,2020,5,May,21,Thursday,2,floor music catch discuss.,Utilities,9,881.99,Expense,0
2022-11-17,2022,11,November,17,Thursday,4,entire hotel.,Rent,5,1464.55,Expense,0
2023-11-04,2023,11,November,4,Saturday,4,write moment friend value.,Investment,3,4577.0,Income,1
2024-10-10,2024,10,October,10,Thursday,4,despite energy company.,Travel,8,694.84,Expense,0
2022-07-28,2022,7,July,28,Thursday,3,half president structure might.,Entertainment,0,1148.2,Expense,0
2021-09-11,2021,9,September,11,Saturday,3,finish thing.,Rent,5,662.56,Expense,0
2020-01-26,2020,1,January,26,Sunday,1,range successful simply.,Salary,6,1077.09,Expense,0
2021-05-04,2021,5,May,4,Tuesday,2,while bring yourself.,Health & Fitness,2,153.43,Expense,0
2020-12-24,2020,12,December,24,Thursday,4,list already positive experience television.,Shopping,7,1908.74,Expense,0
2022-05-19,2022,5,May,19,Thursday,2,thing industry participant realize.,Entertainment,0,1394.3,Expense,0
2024-02-01,2024,2,February,1,Thursday,1,forget once hope security.,Travel,8,1388.94,Expense,0
2024-09-07,2024,9,September,7,Saturday,3,mother first hot free.,Investment,3,2674.0,Income,1
2022-05-19,2022,5,May,19,Thursday,2,community spring billion price paper.,Rent,5,1496.29,Expense,0
2022-11-19,2022,11,November,19,Saturday,4,scene almost leave.,Entertainment,0,994.48,Expense,0
2020-08-06,2020,8,August,6,Thursday,3,call whole.,Shopping,7,959.19,Expense,0
2023-01-23,2023,1,January,23,Monday,1,live seat.,Entertainment,0,1948.88,Expense,0
2023-12-23,2023,12,December,23,Saturday,4,do interesting material.,Travel,8,1781.32,Expense,0
2020-11-25,2020,11,November,25,Wednesday,4,such big side.,Other,4,4089.0,Income,1
2021-03-02,2021,3,March,2,Tuesday,1,occur red.,Other,4,4960.0,Income,1
2024-09-15,2024,9,September,15,Sunday,3,or phone.,Food & Drink,1,1697.54,Expense,0
2023-06-25,2023,6,June,25,Sunday,2,particular present evening establish.,Salary,6,1149.7,Expense,0
2021-10-08,2021,10,October,8,Friday,4,role suffer around beat.,Investment,3,4203.0,Income,1
2023-05-30,2023,5,May,30,Tuesday,2,author administration.,Investment,3,3575.0,Income,1
2022-08-16,2022,8,August,16,Tuesday,3,me brother lot candidate owner.,Shopping,7,736.38,Expense,0
2024-05-27,2024,5,May,27,Monday,2,paper beyond indeed.,Health & Fitness,2,782.31,Expense,0
2022-08-04,2022,8,August,4,Thursday,3,election conference when.,Shopping,7,671.11,Expense,0
2023-09-10,2023,9,September,10,Sunday,3,manager bar send really.,Travel,8,1692.38,Expense,0
2021-10-21,2021,10,October,21,Thursday,4,baby lawyer growth matter note.,Entertainment,0,1582.84,Expense,0
2020-02-07,2020,2,February,7,Friday,1,food affect upon these story.,Entertainment,0,1372.38,Expense,0
2021-03-21,2021,3,March,21,Sunday,1,life cover both class.,Salary,6,156.25,Expense,0
2024-03-18,2024,3,March,18,Monday,1,break time manager kid.,Investment,3,1018.0,Income,1
2021-03-07,2021,3,March,7,Sunday,1,machine whatever everything fear walk.,Utilities,9,1576.09,Expense,0
2021-06-11,2021,6,June,11,Friday,2,activity including single right.,Shopping,7,575.45,Expense,0
2021-08-07,2021,8,August,7,Saturday,3,environmental myself.,Investment,3,1676.0,Income,1
2020-10-14,2020,10,October,14,Wednesday,4,participant price.,Rent,5,1746.71,Expense,0
2023-01-31,2023,1,January,31,Tuesday,1,woman meet report.,Food & Drink,1,1718.79,Expense,0
2024-01-11,2024,1,January,11,Thursday,1,best generation group goal.,Utilities,9,1928.07,Expense,0
2023-05-25,2023,5,May,25,Thursday,2,technology tend.,Shopping,7,211.84,Expense,0
2024-11-13,2024,11,November,13,Wednesday,4,dinner rich decide do.,Salary,6,1950.21,Expense,0
2020-05-29,2020,5,May,29,Friday,2,accept goal send table.,Investment,3,1376.0,Income,1
2023-05-22,2023,5,May,22,Monday,2,old particularly.,Rent,5,1443.62,Expense,0
2023-07-27,2023,7,July,27,Thursday,3,lay color.,Food & Drink,1,355.74,Expense,0
2022-05-24,2022,5,May,24,Tuesday,2,old wall report purpose.,Entertainment,0,747.7,Expense,0
2023-05-14,2023,5,May,14,Sunday,2,maintain assume both long.,Utilities,9,1417.29,Expense,0
2020-08-03,2020,8,August,3,Monday,3,significant take future.,Investment,3,2394.0,Income,1
2024-04-26,2024,4,April,26,Friday,2,peace wind guess.,Rent,5,359.78,Expense,0
2024-12-28,2024,12,December,28,Saturday,4,no couple debate must.,Investment,3,1425.0,Income,1
2022-09-03,2022,9,September,3,Saturday,3,near risk.,Utilities,9,703.17,Expense,0
2022-01-13,2022,1,January,13,Thursday,1,big look tell prepare.,Shopping,7,304.07,Expense,0
2022-05-30,2022,5,May,30,Monday,2,unit hold.,Health & Fitness,2,346.84,Expense,0
2024-03-03,2024,3,March,3,Sunday,1,require remain save.,Salary,6,97.26,Expense,0
2021-08-24,2021,8,August,24,Tuesday,3,why station manager.,Travel,8,1035.61,Expense,0
2021-12-15,2021,12,December,15,Wednesday,4,speak line.,Investment,3,4030.0,Income,1
2022-09-14,2022,9,September,14,Wednesday,3,say dog drug enter.,Food & Drink,1,1412.42,Expense,0
2021-09-28,2021,9,September,28,Tuesday,3,policy mrs.,Rent,5,530.94,Expense,0
2022-03-23,2022,3,March,23,Wednesday,1,water tonight pressure.,Utilities,9,961.58,Expense,0
2023-09-14,2023,9,September,14,Thursday,3,hand possible relate night.,Rent,5,949.72,Expense,0
2024-11-22,2024,11,November,22,Friday,4,happy action.,Shopping,7,795.56,Expense,0
2022-09-03,2022,9,September,3,Saturday,3,give white everybody paper create.,Entertainment,0,1047.02,Expense,0
2020-06-19,2020,6,June,19,Friday,2,act way beat result major.,Shopping,7,663.24,Expense,0
2022-07-17,2022,7,July,17,Sunday,3,care run there leg.,Entertainment,0,718.06,Expense,0
2023-08-10,2023,8,August,10,Thursday,3,conference matter wear physical site.,Entertainment,0,545.48,Expense,0
2022-10-21,2022,10,October,21,Friday,4,stuff agreement professional team foot.,Rent,5,883.75,Expense,0
2020-06-22,2020,6,June,22,Monday,2,international second former reflect.,Other,4,1962.0,Income,1
2022-04-05,2022,4,April,5,Tuesday,2,marriage participant.,Utilities,9,1985.77,Expense,0
2022-03-25,2022,3,March,25,Friday,1,one less brother.,Salary,6,1517.13,Expense,0
2021-04-01,2021,4,April,1,Thursday,2,quite response.,Health & Fitness,2,1343.33,Expense,0
2020-12-10,2020,12,December,10,Thursday,4,agreement us stuff.,Travel,8,1642.89,Expense,0
2022-04-04,2022,4,April,4,Monday,2,store bit responsibility brother.,Utilities,9,1310.53,Expense,0
2023-02-28,2023,2,February,28,Tuesday,1,body lead there there early.,Rent,5,1015.8,Expense,0
2022-10-08,2022,10,October,8,Saturday,4,support author class direction.,Salary,6,1135.64,Expense,0
2022-12-15,2022,12,December,15,Thursday,4,couple raise she child.,Rent,5,1976.43,Expense,0
2020-03-12,2020,3,March,12,Thursday,1,bank price north first end.,Utilities,9,265.5,Expense,0
2024-04-17,2024,4,April,17,Wednesday,2,worker range feel.,Entertainment,0,209.09,Expense,0
2023-05-05,2023,5,May,5,Friday,2,green forward cup serve speak.,Investment,3,1408.0,Income,1
2023-01-06,2023,1,January,6,Friday,1,moment eat personal.,Rent,5,1794.22,Expense,0
2022-08-21,2022,8,August,21,Sunday,3,country remember smile.,Shopping,7,1349.23,Expense,0
2024-12-29,2024,12,December,29,Sunday,4,pressure activity defense detail.,Other,4,1480.0,Income,1
2020-01-13,2020,1,January,13,Monday,1,future choice whatever from.,Food & Drink,1,1126.88,Expense,0
2023-05-18,2023,5,May,18,Thursday,2,final image our.,Other,4,1652.0,Income,1
2024-04-30,2024,4,April,30,Tuesday,2,teacher decide possible.,Investment,3,2656.0,Income,1
2020-12-01,2020,12,December,1,Tuesday,4,month whom stage soon.,Travel,8,836.83,Expense,0
2024-06-16,2024,6,June,16,Sunday,2,within woman.,Food & Drink,1,1782.69,Expense,0
2024-10-21,2024,10,October,21,Monday,4,why though decide bank likely.,Rent,5,167.43,Expense,0
2021-06-28,2021,6,June,28,Monday,2,something story attorney summer.,Food & Drink,1,1327.24,Expense,0
2023-05-17,2023,5,May,17,Wednesday,2,boy other foot best.,Entertainment,0,1282.9,Expense,0
2023-08-07,2023,8,August,7,Monday,3,partner sing administration main according.,Health & Fitness,2,695.06,Expense,0
2022-11-03,2022,11,November,3,Thursday,4,across involve fall.,Travel,8,1149.74,Expense,0
2024-06-23,2024,6,June,23,Sunday,2,yeah exist behavior necessary miss.,Other,4,1669.0,Income,1
2021-01-17,2021,1,January,17,Sunday,1,statement available win politics.,Shopping,7,556.22,Expense,0
2023-12-05,2023,12,December,5,Tuesday,4,ahead certainly second everyone.,Entertainment,0,1956.01,Expense,0
2021-01-27,2021,1,January,27,Wednesday,1,nation politics few each southern.,Health & Fitness,2,1066.4,Expense,0
2020-08-01,2020,8,August,1,Saturday,3,nearly need behavior.,Travel,8,1533.97,Expense,0
2022-01-04,2022,1,January,4,Tuesday,1,surface side nothing consider.,Salary,6,1420.39,Expense,0
2020-03-18,2020,3,March,18,Wednesday,1,value thing these.,Health & Fitness,2,881.82,Expense,0
2024-09-22,2024,9,September,22,Sunday,3,sure i pay.,Utilities,9,919.82,Expense,0
2022-06-23,2022,6,June,23,Thursday,2,face rate.,Rent,5,1790.63,Expense,0
2022-10-25,2022,10,October,25,Tuesday,4,model police finally girl.,Shopping,7,340.3,Expense,0
2023-09-21,2023,9,September,21,Thursday,3,later happy pull.,Utilities,9,1560.09,Expense,0
2021-08-02,2021,8,August,2,Monday,3,major bar air set.,Travel,8,252.48,Expense,0
2023-04-04,2023,4,April,4,Tuesday,2,north question new.,Health & Fitness,2,964.57,Expense,0
2022-04-03,2022,4,April,3,Sunday,2,listen check receive.,Salary,6,1740.54,Expense,0
2021-05-07,2021,5,May,7,Friday,2,third letter sort reveal seven.,Shopping,7,1421.9,Expense,0
2021-09-21,2021,9,September,21,Tuesday,3,media pick may indeed.,Investment,3,4588.0,Income,1
2021-02-09,2021,2,February,9,Tuesday,1,couple city you level.,Travel,8,1077.78,Expense,0
2020-02-05,2020,2,February,5,Wednesday,1,born itself law west.,Rent,5,1222.17,Expense,0
